id,filename,url,points
#########
# germany big cities up to 20k inhabitants
#########
Wedel,,https://data.whosonfirst.org/101/806/597/101806597.geojson
Deggendorf,,https://data.whosonfirst.org/101/783/031/101783031.geojson
Uelzen,,https://data.whosonfirst.org/101/820/671/101820671.geojson
Stuhr,,https://data.whosonfirst.org/101/838/077/101838077.geojson
Kornwestheim,,https://data.whosonfirst.org/101/755/905/101755905.geojson
Goch,,https://data.whosonfirst.org/101/808/989/101808989.geojson
Geldern,,https://data.whosonfirst.org/101/810/267/101810267.geojson
Radebeul,,https://data.whosonfirst.org/101/756/003/101756003.geojson
Dietzenbach,,https://data.whosonfirst.org/101/811/741/101811741.geojson
Merseburg,,https://data.whosonfirst.org/101/841/333/101841333.geojson
Hemer,,https://data.whosonfirst.org/101/756/001/101756001.geojson
Steinfurt,,https://data.whosonfirst.org/101/807/639/101807639.geojson
Viernheim,,https://data.whosonfirst.org/101/813/035/101813035.geojson
Zweibrücken,zweibruecken.json,https://data.whosonfirst.org/101/759/527/101759527.geojson
Balingen,,https://data.whosonfirst.org/101/764/313/101764313.geojson
Barsinghausen,,https://data.whosonfirst.org/101/807/697/101807697.geojson
Crailsheim,,https://data.whosonfirst.org/101/760/911/101760911.geojson
Seelze,,https://data.whosonfirst.org/101/807/689/101807689.geojson
Haßloch,hassloch.json,https://data.whosonfirst.org/101/759/711/101759711.geojson
Schortens,,https://data.whosonfirst.org/101/806/523/101806523.geojson
Nidderau,,https://data.whosonfirst.org/101/812/173/101812173.geojson
Rheinstetten,,https://data.whosonfirst.org/101/760/735/101760735.geojson
Burgwedel,,https://data.whosonfirst.org/101/807/713/101807713.geojson
Nördlingen,noerdlingen.json,https://data.whosonfirst.org/101/783/121/101783121.geojson
Meinerzhagen,,https://data.whosonfirst.org/101/810/067/101810067.geojson
Wachtberg,,https://data.whosonfirst.org/112/586/393/3/1125863933.geojson
Bruchköbel,bruchkoebel.json,https://data.whosonfirst.org/101/812/151/101812151.geojson
Enger,,https://data.whosonfirst.org/101/838/043/101838043.geojson
Duderstadt,,https://data.whosonfirst.org/101/810/163/101810163.geojson
Mössingen,moessingen.json,https://data.whosonfirst.org/101/827/525/101827525.geojson
Werl,,https://data.whosonfirst.org/101/810/237/101810237.geojson
Einbeck,,https://data.whosonfirst.org/101/808/967/101808967.geojson
Neuruppin,,https://data.whosonfirst.org/101/820/043/101820043.geojson
Geestland,,https://data.whosonfirst.org/137/775/249/3/1377752493.geojson
Bramsche,,https://data.whosonfirst.org/101/807/747/101807747.geojson
Rheinberg,,https://data.whosonfirst.org/101/810/257/101810257.geojson
Ganderkesee,,https://data.whosonfirst.org/101/806/239/101806239.geojson
Kreuztal,,https://data.whosonfirst.org/101/755/851/101755851.geojson
Schramberg,,https://data.whosonfirst.org/101/764/299/101764299.geojson
Seligenstadt,,https://data.whosonfirst.org/101/840/017/101840017.geojson
Quickborn,,https://data.whosonfirst.org/101/806/609/101806609.geojson
Soltau,,https://data.whosonfirst.org/101/806/265/101806265.geojson
Geseke,,https://data.whosonfirst.org/117/561/136/3/1175611363.geojson,51.634848|8.492072
Lindlar,,https://data.whosonfirst.org/101/810/003/101810003.geojson
Schwetzingen,,https://data.whosonfirst.org/101/755/925/101755925.geojson
Aichach,,https://data.whosonfirst.org/101/784/155/101784155.geojson
Stadtallendorf,,https://data.whosonfirst.org/101/810/999/101810999.geojson
Versmold,,https://data.whosonfirst.org/101/809/099/101809099.geojson
Eschborn,,https://data.whosonfirst.org/101/755/937/101755937.geojson
Sondershausen,,https://data.whosonfirst.org/101/822/923/101822923.geojson
Puchheim,,https://data.whosonfirst.org/101/786/637/101786637.geojson
Sonthofen,,https://data.whosonfirst.org/101/842/025/101842025.geojson
Ottobrunn,,https://data.whosonfirst.org/101/756/221/101756221.geojson
Ilsede,,https://data.whosonfirst.org/101/808/091/101808091.geojson
Korschenbroich,,https://data.whosonfirst.org/101/810/017/101810017.geojson
Rheinfelden,,https://data.whosonfirst.org/101/765/249/101765249.geojson
Leer,,https://data.whosonfirst.org/101/806/313/101806313.geojson
Saarlouis,,https://data.whosonfirst.org/101/874/347/101874347.geojson
Kempen,,https://data.whosonfirst.org/101/810/055/101810055.geojson
Datteln,,https://data.whosonfirst.org/101/808/915/101808915.geojson
Wermelskirchen,,https://data.whosonfirst.org/101/809/921/101809921.geojson
Lage,,https://data.whosonfirst.org/101/809/121/101809121.geojson
Winsen,,https://data.whosonfirst.org/101/806/961/101806961.geojson
Mörfelden-Walldorf,moerfelden-walldorf.json,https://data.whosonfirst.org/137/775/274/9/1377752749.geojson
Suhl,,https://data.whosonfirst.org/101/841/163/101841163.geojson
Cloppenburg,,https://data.whosonfirst.org/101/808/035/101808035.geojson
Meppen,,https://data.whosonfirst.org/101/807/967/101807967.geojson
Sinsheim,,https://data.whosonfirst.org/101/761/005/101761005.geojson
Tuttlingen,,https://data.whosonfirst.org/101/764/069/101764069.geojson
Oer-Erkenschwick,,https://data.whosonfirst.org/101/808/907/101808907.geojson
Herrenberg,,https://data.whosonfirst.org/117/561/135/9/1175611359.geojson
Nienburg (Weser),nienburg.json,https://data.whosonfirst.org/101/807/827/101807827.geojson
Georgsmarienhütte,georgsmarienhuette.json,https://data.whosonfirst.org/101/807/745/101807745.geojson
Itzehoe,,https://data.whosonfirst.org/101/838/107/101838107.geojson
Achim,,https://data.whosonfirst.org/101/806/247/101806247.geojson
Fürstenwalde/Spree,fuerstenwalde.json,https://data.whosonfirst.org/101/819/685/101819685.geojson
Delbrück,delbrueck.json,https://data.whosonfirst.org/101/808/943/101808943.geojson
Altenburg,,https://data.whosonfirst.org/101/841/943/101841943.geojson
Forchheim,,https://data.whosonfirst.org/101/827/055/101827055.geojson
Naumburg,,https://data.whosonfirst.org/101/821/893/101821893.geojson
Vechta,,https://data.whosonfirst.org/101/807/807/101807807.geojson
Lampertheim,,https://data.whosonfirst.org/101/813/041/101813041.geojson
